# UEFI authenticated variable store in XM25QH256 (32MB) dump
# store header @ file 0x923048, FV @ 0x923000 (GUID FFF12B8D-...), size 0x6DFB8, 794 records
# offset    state  attrs  GUID                                   name                       dataLen
0x0092C0E0  0x3f  0x07  ff0f560d-fa91-4850-8c03-744279f474f2  '4464'                                     4
0x0092C12C  0x3f  0x03  5b446ed1-e30b-4faa-871a-3654eca36080  '2800AF9B35F9'                             20
0x0092C198  0x3f  0x03  937fe521-95ae-4d1a-8929-48bcd90ad31a  '2800AF9B35F9'                             60
0x0092C22C  0x3f  0x07  47fefd34-5edf-4ba3-9fea-8f3620d7cf07  'PidDepList'                               16
0x0092C290  0x3f  0x07  616e2ea6-af89-7eb3-f2ef-4e47368a657b  'AUTOPILOT_MARKER'                         39
0x0092C318  0x3f  0x07  2f9146ed-5025-4b95-996f-e2d1fbe7e09b  '0002'                                     1
0x0092C360  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX48'                                   24
0x0092C3C4  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P3'                                     256
0x0092C50C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P4'                                     256
0x0092C654  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P5'                                     256
0x0092C79C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P6'                                     256
0x0092C8E4  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P7'                                     256
0x0092CA2C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P8'                                     256
0x0092CB74  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P9'                                     256
0x0092CCBC  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1PA'                                     256
0x0092CE04  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1PB'                                     256
0x0092CF4C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1PC'                                     256
0x0092D094  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1PD'                                     256
0x0092D1DC  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1PE'                                     256
0x0092D324  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1PF'                                     256
0x0092D46C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P10'                                    256
0x0092D5B4  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P11'                                    256
0x0092D6FC  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P12'                                    256
0x0092D844  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P13'                                    256
0x0092D98C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P14'                                    256
0x0092DAD4  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P15'                                    256
0x0092DC1C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P16'                                    256
0x0092DD64  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P17'                                    256
0x0092DEAC  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P18'                                    256
0x0092DFF4  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P19'                                    256
0x0092E13C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P1A'                                    256
0x0092E284  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P1B'                                    256
0x0092E3CC  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P1C'                                    256
0x0092E514  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P1D'                                    256
0x0092E65C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P1E'                                    256
0x0092E7A4  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P1F'                                    256
0x0092E8EC  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P20'                                    256
0x0092EA34  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P21'                                    256
0x0092EB7C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P22'                                    256
0x0092ECC4  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P23'                                    256
0x0092EE0C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P24'                                    256
0x0092EF54  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P25'                                    256
0x0092F09C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P26'                                    256
0x0092F1E4  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P27'                                    256
0x0092F32C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P28'                                    256
0x0092F474  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P29'                                    256
0x0092F5BC  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P2A'                                    256
0x0092F704  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P2B'                                    256
0x0092F84C  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P2C'                                    256
0x0092F994  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P2D'                                    256
0x0092FADC  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P2E'                                    256
0x0092FC24  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P2F'                                    256
0x0092FD6C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX49'                                   24
0x0092FDD0  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ48'                                    1
0x0092FE1C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ49'                                    1
0x0092FE68  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX50'                                   24
0x0092FECC  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ50'                                    1
0x0092FF18  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '059B'                                     144
0x0092FFF0  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0EB8'                                     56
0x00930070  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '059C'                                     144
0x00930148  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P1'                                     256
0x00930290  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P0'                                     256
0x009303D8  0x3d  0x07  01bd3876-1ad6-4e59-b39a-7a0b1bde20ac  'V1P2'                                     256
0x00930520  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '05BB'                                     1
0x00930568  0x3f  0x07  fac9751e-a5b1-4b43-ba54-0cfb7816a599  'Boot'                                     4
0x009305B4  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '06CF'                                     1
0x009305FC  0x3f  0x07  e5e0e2b2-5f15-4a5d-b208-42535541c680  'RemapportPathMapping'                     6
0x00930668  0x3f  0x07  5432122d-d034-49d2-a6de-65a829eb4c74  'MeSetup'                                  154
0x00930750  0x3f  0x07  4570b7f1-ade8-4943-8dc3-406472842384  'PchSetup'                                 2347
0x009310CC  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0EF9'                                     1
0x00931114  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0F01'                                     1
0x0093115C  0x3f  0x03  c94f8c4d-9b9a-45fe-8a55-238b67302643  'MemoryConfig'                             63536
0x009409E4  0x3f  0x03  711c703f-c285-4b10-a3b0-36ecbd3c8be2  'CapsuleLongModeBuffer'                    24
0x00940A64  0x3f  0x03  65cbd9d9-ab77-4a61-b288-2763405d588a  'DellUefiMemoryBin'                        600
0x00940D1C  0x3f  0x03  fc876842-d8f0-4844-ae32-1ff843797b17  'UsbTypeC'                                 4
0x00940D70  0x3f  0x03  6339d487-26ba-424b-9a5d-687e25d740bc  'TCG2_CONFIGURATION'                       1
0x00940DD4  0x3f  0x07  1e785e1a-8ec4-49e4-8275-fbbdeded18e7  'BoardInfoSetup'                           65
0x00940E70  0x3f  0x03  c095791a-3001-47b2-80c9-eac7319f2fa4  'FirmwarePerformance'                      16
0x00940EE4  0x3f  0x03  973218b9-1697-432a-8b34-4884b5dfb359  'S3MemoryVariable'                         24
0x00940F5C  0x3f  0x07  ec87d643-eba4-4bb5-a1e5-3f3e36b20da9  'TcgSetup'                                 7
0x00940FB4  0x3f  0x07  b08f97ff-e6e8-4193-a997-5e9e9b0adb32  'CpuSetup'                                 1147
0x00941480  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0050'                                     2
0x009414C8  0x3f  0x07  9746c6f7-68d6-49e7-b101-d0284f2dc8b5  '0500'                                     7
0x00941518  0x3f  0x03  132ea50c-635f-4fee-aa8b-59a2b201e30a  'MEM_CFG_CRC'                              4
0x00941570  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0739'                                     1
0x009415B8  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0740'                                     1
0x00941600  0x3f  0x07  5e3c21b2-6af4-46b5-809f-feedd67f8226  '0001'                                     24
0x00941660  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0E9D'                                     1
0x009416A8  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0735'                                     1
0x009416F0  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0EBB'                                     1
0x00941738  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '04E9'                                     1
0x00941780  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '040F'                                     1
0x009417C8  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0430'                                     1
0x00941810  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0450'                                     1
0x00941858  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0478'                                     1
0x009418A0  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0486'                                     1
0x009418E8  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '048F'                                     1
0x00941930  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0538'                                     1
0x00941978  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0586'                                     1
0x009419C0  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '05BA'                                     1
0x00941A08  0x3f  0x07  8be4df61-93ca-11d2-aa0d-00e098032b8c  'Key0000'                                  14
0x00941A64  0x3f  0x03  77fa9abd-0359-4d32-bd60-28f4e78f784b  'SiPolicyOneTimeFix'                       4
0x00941ACC  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0033'                                     1
0x00941B14  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '06E4'                                     1
0x00941B5C  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0535'                                     1
0x00941BA4  0x3f  0x07  72c5e28c-7783-43a1-8767-fad73fccafa4  'SaSetup'                                  1344
0x00942130  0x3f  0x07  1028e15c-e582-470a-b07a-2c23e4a76273  'DellRstReqFullRst'                        1
0x00942194  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'ChangedMappedPid'                         174
0x009422A0  0x3f  0x07  71af4759-c8bb-4ff7-a82c-914562c41c72  '0001'                                     12
0x009422F4  0x3f  0x03  f0a30bc7-af08-4556-99c4-001009c93a44  'SecureBootEnable'                         1
0x00942354  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0487'                                     1
0x0094239C  0x3f  0x07  8be4df61-93ca-11d2-aa0d-00e098032b8c  'Boot0003'                                 146
0x0094247C  0x3f  0x07  8be4df61-93ca-11d2-aa0d-00e098032b8c  'Boot0004'                                 179
0x00942580  0x3f  0x07  8be4df61-93ca-11d2-aa0d-00e098032b8c  'Boot0005'                                 182
0x00942684  0x3f  0x03  47fefd34-5edf-4ba3-9fea-8f3620d7cf07  'AttributesData'                           1700
0x00942D84  0x3f  0x07  47fefd34-5edf-4ba3-9fea-8f3620d7cf07  'AttCacheStatus'                           1
0x00942DE0  0x3f  0x07  1028e15c-e582-470a-b07a-2c23e4a76273  'DellSxReqRst'                             4
0x00942E3C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX42'                                   24
0x00942EA0  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX43'                                   24
0x00942F04  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX44'                                   24
0x00942F68  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX45'                                   24
0x00942FCC  0x3c  0x03  77fa9abd-0359-4d32-bd60-28f4e78f784b  'BootingDeviceTypeInfo'                    4
0x00943038  0x3d  0x07  8be4df61-93ca-11d2-aa0d-00e098032b8c  'Timeout'                                  2
0x00943088  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX46'                                   24
0x009430EC  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX47'                                   24
0x00943150  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ42'                                    1
0x0094319C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ43'                                    1
0x009431E8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ44'                                    1
0x00943234  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ45'                                    1
0x00943280  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ46'                                    1
0x009432CC  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ47'                                    1
0x00943318  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX51'                                   24
0x0094337C  0x3f  0x07  39b68c46-f7fb-441b-b6ec-16b0f69821f3  'Capsule0000'                              48
0x00943400  0x3f  0x07  39b68c46-f7fb-441b-b6ec-16b0f69821f3  'CapsuleLast'                              22
0x0094346C  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '05A2'                                     1
0x009434B4  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0EEB'                                     236
0x009435E8  0x3f  0x03  81bbceea-9fa2-4def-8fd9-366bb2d1e22b  'RcvIndVar'                                16
0x00943648  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0E13'                                     716
0x0094395C  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0E10'                                     8
0x009439AC  0x3f  0x03  65cbd9d9-ab77-4a61-b288-2763405d588a  'BackupHiiPidList'                         3160
0x00944664  0x3f  0x07  92daaf2f-c02b-455b-b2ec-f5a3594f4aea  'WAND'                                     7
0x009446B4  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0E78'                                     716
0x009449C8  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0795'                                     1
0x00944A10  0x3f  0x03  65cbd9d9-ab77-4a61-b288-2763405d588a  'HiiPidList'                               3160
0x009456BC  0x3f  0x03  47fefd34-5edf-4ba3-9fea-8f3620d7cf07  'PldmString'                               2915
0x00946274  0x3f  0x03  47fefd34-5edf-4ba3-9fea-8f3620d7cf07  'DispString'                               3277
0x00946F94  0x3f  0x03  47fefd34-5edf-4ba3-9fea-8f3620d7cf07  'HelpString'                               10670
0x00949994  0x3f  0x03  47fefd34-5edf-4ba3-9fea-8f3620d7cf07  'AttributesCount'                          32
0x00949A10  0x3f  0x03  47fefd34-5edf-4ba3-9fea-8f3620d7cf07  'BiosVersion'                              12
0x00949A70  0x3f  0x03  77fa9abd-0359-4d32-bd60-28f4e78f784b  'RevocationList'                           932
0x00949E70  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0EB7'                                     56
0x00949EF0  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0EB0'                                     82
0x00949F88  0x3d  0x07  8be4df61-93ca-11d2-aa0d-00e098032b8c  'Boot0000'                                 204
0x0094A0A4  0x3d  0x07  8be4df61-93ca-11d2-aa0d-00e098032b8c  'Boot0002'                                 300
0x0094A220  0x3d  0x07  8be4df61-93ca-11d2-aa0d-00e098032b8c  'BootOrder'                                10
0x0094A27C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX30'                                   24
0x0094A2E0  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX31'                                   24
0x0094A344  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX32'                                   24
0x0094A3A8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX33'                                   24
0x0094A40C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX34'                                   24
0x0094A470  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX35'                                   24
0x0094A4D4  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX36'                                   24
0x0094A538  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX37'                                   24
0x0094A59C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX38'                                   24
0x0094A600  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX39'                                   24
0x0094A664  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX40'                                   24
0x0094A6C8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX41'                                   24
0x0094A72C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ30'                                    1
0x0094A778  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ31'                                    1
0x0094A7C4  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ32'                                    1
0x0094A810  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ33'                                    1
0x0094A85C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ34'                                    1
0x0094A8A8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ35'                                    1
0x0094A8F4  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ36'                                    1
0x0094A940  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ37'                                    1
0x0094A98C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ38'                                    1
0x0094A9D8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ39'                                    1
0x0094AA24  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ40'                                    1
0x0094AA70  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ41'                                    1
0x0094AABC  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ51'                                    1
0x0094AB08  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX52'                                   24
0x0094AB6C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX53'                                   24
0x0094ABD0  0x3f  0x03  1028e15c-e582-470a-b07a-2c23e4a76273  'SetupChanges'                             1
0x0094AC28  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ52'                                    1
0x0094AC74  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ53'                                    1
0x0094ACC0  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX54'                                   24
0x0094AD24  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX55'                                   24
0x0094AD88  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX56'                                   24
0x0094ADEC  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX57'                                   24
0x0094AE50  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX58'                                   24
0x0094AEB4  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX59'                                   24
0x0094AF18  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX60'                                   24
0x0094AF7C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX61'                                   24
0x0094AFE0  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX62'                                   24
0x0094B044  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX63'                                   24
0x0094B0A8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX64'                                   24
0x0094B10C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX65'                                   24
0x0094B170  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX66'                                   24
0x0094B1D4  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX67'                                   24
0x0094B238  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX68'                                   24
0x0094B29C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX69'                                   24
0x0094B300  0x3f  0x07  8ebe3d07-3420-4bfa-8c13-3a4e0fae6860  'DIAGEEPROM_VAR'                           2048
0x0094BB5C  0x3f  0x07  aeb9c5c1-94f1-4d02-bfd9-4602db2d3c54  'Tcg2PhysicalPresence'                     16
0x0094BBD4  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '0203'                                     20
0x0094BC30  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '0204'                                     20
0x0094BC8C  0x3c  0x27  d719b2cb-3d3a-4596-a3bc-dad00e67656f  'dbx'                                      14255
0x0094F480  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '0205'                                     20
0x0094F4DC  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '0206'                                     20
0x0094F538  0x3f  0x03  77fa9abd-0359-4d32-bd60-28f4e78f784b  'VsmLocalKey2'                             759
0x0094F888  0x3f  0x03  77fa9abd-0359-4d32-bd60-28f4e78f784b  'VsmLocalKeyProtector'                     499
0x0094FAE4  0x3f  0x03  77fa9abd-0359-4d32-bd60-28f4e78f784b  'VsmLocalKeyKickbackProtector'             499
0x0094FD50  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '0207'                                     20
0x0094FDAC  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '0208'                                     20
0x0094FE08  0x3f  0x07  417acee0-6fa9-4a82-99d7-f9b1dd271e48  '0EB2'                                     70
0x0094FE94  0x3c  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX27'                                   24
0x0094FEF8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX28'                                   24
0x0094FF5C  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '0209'                                     20
0x0094FFB8  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '020A'                                     20
0x00950014  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX29'                                   24
0x00950078  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ_ESP_CNT'                              1
0x009500D0  0x3c  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ27'                                    1
0x0095011C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ28'                                    1
0x00950168  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ29'                                    1
0x009501B4  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ54'                                    1
0x00950200  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ55'                                    1
0x0095024C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ56'                                    1
0x00950298  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ57'                                    1
0x009502E4  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ58'                                    1
0x00950330  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ59'                                    1
0x0095037C  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ60'                                    1
0x009503C8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ61'                                    1
0x00950414  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ62'                                    1
0x00950460  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ63'                                    1
0x009504AC  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ64'                                    1
0x009504F8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ65'                                    1
0x00950544  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ66'                                    1
0x00950590  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ67'                                    1
0x009505DC  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ68'                                    1
0x00950628  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ69'                                    1
0x00950674  0x3c  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ70'                                    69
0x00950704  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX70'                                   24
0x00950768  0x3c  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ71'                                    60
0x009507EC  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX71'                                   24
0x00950850  0x3c  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ72'                                    61
0x009508D8  0x3f  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX72'                                   24
0x0095093C  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '020B'                                     20
0x00950998  0x3f  0x07  4e9c3756-8987-42ee-83ab-f8968b5874fa  '020C'                                     20
0x009509F4  0x3c  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQ0'                                     71
0x00950A84  0x3c  0x07  65cbd9d9-ab77-4a61-b288-2763405d588a  'BIQX0'                                    24
